uid,touying_fid,island_id,island_uid_count,height_m,pixel_count_used,dem_error_p05_m,dem_error_median_m,dem_error_p95_m,reference_elevation_median_m,roof_elevation_p05_m,roof_elevation_median_m,roof_elevation_p75_m,roof_elevation_p85_m,roof_elevation_p90_m,roof_elevation_p95_m,building_height_p05_m,building_height_p25_m,building_height_p50_m,building_height_p75_m,building_height_p85_m,building_height_p90_m,building_height_p95_m,building_height_max_m,max_height_grubbs_n,max_height_grubbs_g,max_height_grubbs_gcrit,max_height_grubbs_p,max_height_reject_outlier,max_height_reliable,building_height_grubbs_top_m,grubbs_top_removed_count,grubbs_top_remaining_count,grubbs_top_last_g,grubbs_top_last_gcrit,grubbs_top_last_p,grubbs_top_reliable,coh_mean,amplitude_dispersion,lgr_rmse_rad,valid_pairs_median,bperp_span_median,method
120,120,44,1,21.632192611694336,20,-3.878448784351349,0.518717035651207,1.68363196849823,25.0,20.955773639678956,25.51871681213379,26.501132488250732,26.57023181915283,26.6776985168457,26.683632564544677,16.955773639678956,19.323692321777344,21.51871681213379,22.501132488250732,22.57023181915283,22.6776985168457,22.683632564544677,22.73303985595703,20,0.8091955184936523,2.556581334492762,1.0,False,True,22.73303985595703,0,20,0.8091956291826716,2.556581334492762,1.0,True,0.8324518203735352,0.350472092628479,0.43688803911209106,15.0,368.5443115234375,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
127,127,51,1,-3.4487786293029785,35,-13.86983528137207,-3.9878132343292236,1.6909801959991406,4.0,-9.554471588134765,0.5512213706970215,12.56424617767334,23.394656181335446,24.332986068725585,24.834981536865232,-13.554471588134765,-6.38008189201355,-3.4487786293029785,8.56424617767334,19.394656181335446,20.332986068725585,20.834981536865232,23.894887924194336,35,1.9951305389404297,2.811781880168149,0.7179676775182425,False,True,23.894887924194336,0,35,1.9951305530792718,2.811781880168149,0.7179676507616822,True,0.846396267414093,0.3405531644821167,1.0289180278778076,17.0,496.6940002441406,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
129,129,53,1,-2.4594650268554688,28,-8.15898106098175,-2.7601927518844604,3.3461937904357906,4.0,-3.3766207933425902,1.5405350923538208,22.721538543701172,26.549163627624512,27.7291561126709,28.094636726379395,-7.376620793342591,-4.725535035133362,-2.459464907646179,18.721538543701172,22.549163627624512,23.7291561126709,24.094636726379395,24.452709197998047,28,1.6140018701553345,2.714458787361858,1.0,False,True,24.452709197998047,0,28,1.6140017298784681,2.714458787361858,1.0,True,0.8252793550491333,0.35112929344177246,0.5983511805534363,14.0,435.38128662109375,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
134,134,58,1,1.7909653186798096,40,-2.7683658719062803,2.1967024207115173,7.969792151451109,4.0,1.2316341280937195,6.497472524642944,9.000338077545166,13.711363601684551,27.470731163024904,31.338599205017083,-2.7683658719062803,-0.10983002185821533,2.4974725246429443,5.000338077545166,9.711363601684551,23.470731163024904,27.338599205017083,29.991546630859375,40,2.6757004261016846,2.8675424870552675,0.10305511896619546,False,True,29.991546630859375,0,40,2.6757003597676188,2.8675424870552675,0.1030551435706073,True,0.8146377205848694,0.33511844277381897,0.8275262117385864,14.5,477.1289978027344,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
135,135,59,1,-2.4039697647094727,43,-5.909831571578979,-2.0282816886901855,9.093879413604732,4.0,-1.9098315715789795,2.4305813312530518,8.701294898986816,26.43513755798335,30.66992416381836,31.03221263885498,-5.909831571578979,-4.165948867797852,-1.5694186687469482,4.701294898986816,22.43513755798335,26.66992416381836,27.03221263885498,34.03376770019531,43,2.509155511856079,2.8970234886239705,0.20162687500784482,False,True,34.03376770019531,0,43,2.5091556470245995,2.8970234886239705,0.20162678557368552,True,0.8279696702957153,0.33867722749710083,0.8851372003555298,17.0,424.91448974609375,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
139,139,63,1,2.4355406761169434,39,-1.8481603860855096,2.390958547592163,10.904086303710939,4.0,2.15183973312378,6.435540676116943,17.53130292892456,32.88068733215332,34.59193420410156,35.90408706665039,-1.84816026687622,-0.2079712152481079,2.4355406761169434,13.53130292892456,28.880687332153318,30.591934204101566,31.904087066650394,33.323177337646484,39,1.9394028186798096,2.857104681649204,0.9355036017100654,False,True,33.323177337646484,0,39,1.9394026918012977,2.857104681649204,0.9355039023994148,True,0.8245226144790649,0.3503049910068512,0.6963796019554138,15.0,315.8710021972656,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
145,145,69,1,-2.5281777381896973,27,-12.153004455566407,-3.812987804412842,5.957153367996214,6.552840709686279,-8.153004455566407,1.4718222618103027,27.893973350524902,28.82565460205078,29.15055923461914,30.957153511047363,-12.153004455566407,-8.006137609481812,-2.5281777381896973,23.893973350524902,24.82565460205078,25.15055923461914,26.957153511047363,29.098114013671875,27,1.3431271314620972,2.698070722047008,1.0,False,True,29.098114013671875,0,27,1.3431272105000414,2.698070722047008,1.0,True,0.8167743682861328,0.3500918745994568,0.7625267505645752,14.0,337.6647033691406,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
146,146,70,1,2.485015392303467,51,-7.5892298221588135,-0.9197547435760498,12.226337432861328,7.121058940887451,-2.517209529876709,6.485015392303467,27.190460205078125,29.774311065673828,33.87641525268555,37.22633743286133,-6.517209529876709,-2.133789539337158,2.485015392303467,23.190460205078125,25.774311065673828,29.876415252685547,33.22633743286133,34.72279357910156,51,1.855698585510254,2.9646987403255145,1.0,False,True,34.72279357910156,0,51,1.8556986251326693,2.9646987403255145,1.0,True,0.842529833316803,0.33850741386413574,1.0286864042282104,16.0,360.5517883300781,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
148,148,71,1,-3.102804660797119,42,-6.214376783370971,-3.1028047800064087,-0.4997443944215775,4.0,-2.2143767833709718,1.266265630722046,2.22752982378006,4.4043104529380805,5.368022489547728,8.234256410598746,-6.214376783370971,-4.223106026649475,-2.733734369277954,-1.7724701762199402,0.4043104529380806,1.3680224895477282,4.234256410598747,32.12490463256836,42,5.567230701446533,2.88748519288549,3.4505731605349865e-13,True,False,2.441965103149414,3,39,2.590947404492429,2.857104681649204,0.1341599206994435,True,0.8279391527175903,0.34714215993881226,0.5599327683448792,16.0,346.7593078613281,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
157,157,75,1,-3.323032855987549,64,-10.79649453163147,-4.210720062255859,4.530293667316433,4.452281951904297,-6.561567282676696,1.3920936584472656,8.072726011276245,15.311192131042475,24.258954429626474,28.05146884918212,-10.561567211151123,-6.118034720420837,-2.6079063415527344,4.072726011276245,11.311192131042475,20.258954429626474,24.05146884918212,26.758798599243164,64,2.512824058532715,3.050967777749636,0.32547154340851137,False,True,26.758798599243164,0,64,2.5128239228380655,3.050967777749636,0.3254716810605416,True,0.8348827362060547,0.3425748348236084,0.97637540102005,15.0,330.54400634765625,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
